Year Published,Min Players,Max Players,Play Time,Rating Average,BGG Rank,Complexity Average
2017,1,4,45,6.75,4993,1.62
2016,2,5,30,6.75,1168,1.67
2017,1,6,20,6.75,3798,1.67
2016,2,4,30,6.75,6362,1.67
2015,2,2,15,6.75,10288,1.67
2017,1,1,20,6.75,8153,1.75
2009,2,6,60,6.75,2475,1.83
2016,1,4,60,6.75,1348,1.85
2008,2,2,15,6.75,12205,1.85
2018,2,3,40,6.75,4026,1.88
2018,2,4,40,6.75,5117,1.88
2017,2,4,30,6.75,2353,1.89
2015,2,4,30,6.75,2104,1.92
2017,2,5,30,6.75,2710,1.95
2017,2,5,30,6.75,7866,2
2016,3,5,30,6.75,10639,2
2015,3,6,60,6.75,15697,2
2016,2,4,60,6.75,8462,2
2016,2,4,45,6.75,5719,2
2017,2,6,30,6.75,9605,2
2010,1,2,40,6.75,7178,2.1
2014,2,6,60,6.75,10091,2.1
2010,2,8,60,6.75,13866,2.1
2017,1,10,45,6.75,2186,2.12
2017,1,1,45,6.75,2380,2.13
2019,2,4,90,6.75,7125,2.25
2002,2,4,60,6.75,2668,2.33
2015,1,2,120,6.75,8444,2.33
2015,2,6,60,6.75,5634,2.43
2013,2,5,90,6.75,1527,2.44
2017,5,17,20,6.75,11261,2.45
2015,1,4,90,6.75,5621,2.46
2000,2,5,90,6.75,881,2.56
2001,2,3,20,6.75,8355,2.56
2000,2,8,15,6.75,6752,2.58
2012,2,4,45,6.75,868,2.6
2004,2,5,90,6.75,10348,2.64
2006,2,2,180,6.75,3111,2.65
2011,2,4,90,6.75,1893,2.75
2007,1,2,240,6.75,5777,2.77
2014,2,4,75,6.75,5935,2.8
2018,2,4,90,6.75,7214,2.8
2014,2,5,75,6.75,4111,2.82
2015,2,5,90,6.75,2770,2.97
2019,2,6,120,6.75,13463,3
2011,3,4,120,6.75,11956,3
2003,1,2,300,6.75,9923,3.18
2006,2,5,90,6.75,1331,3.19
2017,2,4,60,6.75,5185,3.25
2018,1,4,120,6.75,4210,3.27
2007,1,2,300,6.75,11820,3.38
2005,1,2,240,6.75,12151,3.38
2003,2,4,90,6.75,4377,3.44
2008,2,4,180,6.75,6194,3.72
2017,2,6,90,6.75,5677,3.91
2010,2,4,120,6.75,6612,4.7
2008,2,8,5,6.76,6951,1
2016,3,5,30,6.76,9866,1
2016,4,10,60,6.76,12747,1
2019,1,4,20,6.76,3276,1.13
2002,2,4,60,6.76,9024,1.17
2015,2,4,30,6.76,9129,1.17
2012,3,3,10,6.76,5286,1.18
2019,2,5,15,6.76,11838,1.2
2018,2,4,25,6.76,7016,1.25
2015,2,6,20,6.76,1659,1.3
2015,2,4,45,6.76,7013,1.33
2010,3,6,30,6.76,11474,1.33
2019,1,6,30,6.76,4516,1.42
2019,1,6,40,6.76,6135,1.43
2019,2,5,30,6.76,6017,1.5
2018,2,5,30,6.76,9963,1.5
2012,2,5,60,6.76,12522,1.5
2019,2,4,20,6.76,3655,1.55
2016,2,6,30,6.76,2396,1.6
2018,2,4,45,6.76,1351,1.63
2015,1,1,10,6.76,11604,1.67
2015,2,4,45,6.76,3561,1.75
2017,2,4,30,6.76,3325,1.83
2008,2,2,50,6.76,5177,1.88
2018,2,5,20,6.76,2071,1.9
2013,2,2,45,6.76,4751,1.92
2007,2,2,30,6.76,1860,1.96
2011,2,4,30,6.76,886,1.97
2016,1,6,120,6.76,12544,2
2018,1,6,60,6.76,8812,2
2016,2,2,30,6.76,2499,2.11
2007,2,4,45,6.76,1306,2.15
2017,2,4,45,6.76,3723,2.17
2013,2,2,45,6.76,1375,2.2
2012,3,5,30,6.76,6216,2.2
2016,1,1,90,6.76,6650,2.2
2002,3,4,90,6.76,2077,2.25
2018,2,10,90,6.76,13404,2.25
2016,2,4,35,6.76,14879,2.25
2017,2,4,45,6.76,2116,2.26
2016,1,2,150,6.76,8084,2.29
2014,2,5,90,6.76,3495,2.3
2007,3,4,120,6.76,4744,2.31
2016,2,6,60,6.76,1908,2.32
2016,2,4,60,6.76,12463,2.33
2010,2,2,20,6.76,8930,2.4
2016,2,5,120,6.76,8543,2.5
2008,3,6,120,6.76,12138,2.5
2015,2,5,45,6.76,3692,2.55
2017,2,4,60,6.76,4728,2.56
2014,2,5,90,6.76,3112,2.57
2017,2,2,20,6.76,10489,2.6
2016,2,4,120,6.76,4101,2.7
2015,1,4,80,6.76,4042,2.71
2016,2,6,120,6.76,4635,2.71
2001,2,6,45,6.76,8625,2.75
2011,2,4,60,6.76,3983,2.76
2017,2,4,90,6.76,12900,2.88
2004,2,2,45,6.76,5498,3
2018,2,4,30,6.77,8650,1
2013,3,3,10,6.77,12622,1
2008,2,5,30,6.77,7800,1
2017,4,10,60,6.77,12421,1
2017,2,8,20,6.77,5006,1
2004,2,5,20,6.77,1666,1.1
2019,2,4,20,6.77,4305,1.1
2012,2,8,30,6.77,1987,1.19
2013,3,20,30,6.77,2009,1.19
2018,2,4,20,6.77,4651,1.25
2010,1,4,20,6.77,4653,1.26
2016,1,1,10,6.77,11162,1.33
2019,2,4,40,6.77,3926,1.43
2016,2,2,50,6.77,2007,1.48
2015,3,5,40,6.77,11545,1.5
2017,2,2,30,6.77,14349,1.5
2013,2,2,20,6.77,3959,1.59
2016,2,5,20,6.77,5327,1.67
2016,3,4,40,6.77,6606,1.67
2010,2,8,30,6.77,9786,1.67
2015,2,5,25,6.77,11367,1.67
2009,2,3,240,6.77,14564,1.67
2012,2,6,60,6.77,12099,1.75
2013,2,4,45,6.77,9189,1.78
2017,2,4,30,6.77,2912,1.83
2015,2,6,40,6.77,1471,1.86
2008,2,2,60,6.77,12565,1.89
2004,1,2,30,6.77,2902,1.91
2002,1,4,120,6.77,8227,2
2004,2,5,60,6.77,12460,2
2013,2,5,90,6.77,10189,2
2017,2,3,60,6.77,12716,2
2019,2,6,20,6.77,8032,2
2017,2,4,60,6.77,8379,2
2018,2,5,50,6.77,12116,2
2017,4,12,60,6.77,12168,2
2005,2,2,45,6.77,1157,2.1
2019,2,5,90,6.77,9725,2.25
2018,2,4,75,6.77,5216,2.29
2015,1,4,60,6.77,1132,2.3
2014,2,4,45,6.77,4907,2.32
2013,2,2,30,6.77,13339,2.33
2017,2,2,40,6.77,2393,2.38
2018,1,5,30,6.77,4206,2.38
2015,3,4,60,6.77,4901,2.38
2017,3,6,150,6.77,6920,2.57
2004,2,2,15,6.77,2937,2.6
2014,1,5,45,6.77,2160,2.61
2011,2,2,45,6.77,8558,2.69
2011,2,4,40,6.77,2750,2.7
2014,2,4,60,6.77,1803,2.88
2014,2,6,45,6.77,3337,2.88
2014,2,4,120,6.77,4821,2.89
2016,1,8,120,6.77,9579,2.89
2018,1,6,60,6.77,2436,2.9
2007,2,5,75,6.77,1804,2.91
2011,2,4,180,6.77,1683,3.31
2018,1,4,45,6.77,7406,3.33
2020,1,4,120,6.77,9716,4.33
2015,2,4,15,6.78,6149,1
2016,2,4,20,6.78,10394,1
2005,2,4,10,6.78,7005,1
2019,1,4,20,6.78,8698,1
2016,2,2,60,6.78,13447,1
2011,3,8,45,6.78,12692,1
2016,1,8,90,6.78,10322,1
2009,1,4,10,6.78,12321,1
2017,2,6,45,6.78,6672,1
2011,2,8,15,6.78,1151,1.1
2019,2,6,30,6.78,8282,1.33
2019,1,4,15,6.78,10976,1.33
2017,2,5,30,6.78,2905,1.5
2019,1,4,30,6.78,5966,1.5
2017,2,4,20,6.78,12082,1.5
2017,2,8,60,6.78,12106,1.5
2016,2,2,120,6.78,13678,1.5
2018,1,8,60,6.78,2787,1.53
2020,1,6,60,6.78,7571,1.57
2014,2,4,15,6.78,9610,1.6
2006,2,4,45,6.78,794,1.63
2011,1,1,5,6.78,7904,1.65
2018,2,5,15,6.78,1388,1.7
2017,2,5,60,6.78,4714,1.73
2015,2,4,20,6.78,11004,1.8
2019,2,5,45,6.78,2488,1.85
2017,2,4,30,6.78,10710,1.86
2019,2,6,15,6.78,2550,1.9
2011,2,5,60,6.78,7268,1.91
2014,2,4,45,6.78,3121,1.92
2016,2,6,30,6.78,2948,1.93
2014,2,4,30,6.78,5069,1.93
2008,2,4,45,6.78,1577,1.94
2018,2,4,40,6.78,2460,1.95
2017,3,5,25,6.78,13249,2
2016,3,6,90,6.78,10878,2
2011,1,4,45,6.78,2777,2.13
2017,1,5,60,6.78,3757,2.14
2018,1,4,60,6.78,1525,2.16
2010,2,2,30,6.78,10473,2.17
2017,2,4,90,6.78,9078,2.2
2016,2,4,45,6.78,6496,2.25
2017,2,5,60,6.78,3699,2.28
2014,2,4,100,6.78,4484,2.33
2019,1,4,90,6.78,8190,2.43
2011,2,4,15,6.78,5061,2.48
2006,2,2,360,6.78,7699,2.48
2013,2,4,180,6.78,1542,2.49
2017,2,4,120,6.78,7388,2.5
2019,2,6,90,6.78,8406,2.5
2012,2,2,60,6.78,11725,2.5
2006,2,2,180,6.78,10186,2.56
2001,3,5,45,6.78,6203,2.57
2017,2,4,60,6.78,3183,2.6
2012,2,4,60,6.78,1349,2.67
2018,1,4,90,6.78,4134,2.67
2015,2,2,30,6.78,3218,2.82
2005,2,2,180,6.78,10908,2.89
2003,2,2,60,6.78,12269,3
2011,2,2,360,6.78,13815,3
2014,2,4,120,6.78,9464,3
2004,3,3,180,6.78,9466,3.2
2011,1,2,240,6.78,13058,3.33
2007,2,4,90,6.78,1835,3.4
2003,2,8,120,6.78,12903,3.4
2015,1,5,90,6.78,6981,3.5
2011,2,4,120,6.78,6840,3.53
2015,2,4,120,6.78,2516,3.78
2017,3,6,60,6.79,8279,1
2017,2,9,60,6.79,16917,1
2014,1,10,20,6.79,6377,1
2016,2,6,30,6.79,7308,1
2017,2,6,30,6.79,7203,1.14
2009,2,8,30,6.79,8422,1.14
2016,1,4,20,6.79,8891,1.25
2016,1,1,15,6.79,11333,1.25
2016,2,4,30,6.79,1303,1.36
2010,2,4,30,6.79,7513,1.43
2013,1,1,15,6.79,4140,1.48
2017,2,5,30,6.79,10942,1.5
2018,1,4,35,6.79,1781,1.52
2018,2,2,15,6.79,3014,1.63
2007,3,5,45,6.79,1578,1.65
2017,2,5,45,6.79,5073,1.67
2019,2,10,20,6.79,7784,1.67
2018,2,4,40,6.79,11091,1.67
2018,2,5,45,6.79,12104,1.67
2019,2,2,20,6.79,12706,1.67
2012,2,8,15,6.79,1217,1.7
2013,2,6,40,6.79,3832,1.7
2010,2,4,30,6.79,720,1.74
2009,2,4,45,6.79,1450,1.74
2003,2,4,20,6.79,1186,1.75
2015,2,2,120,6.79,12274,1.75
2018,1,6,90,6.79,2079,1.76
2014,2,4,15,6.79,2202,1.78
2010,2,2,45,6.79,6668,1.84
2013,2,4,20,6.79,5995,1.89
2015,2,4,40,6.79,2600,1.91
2010,2,5,35,6.79,1777,1.94
2016,2,5,45,6.79,10040,2
2019,2,5,30,6.79,13409,2
2016,3,5,45,6.79,12942,2
2015,2,4,60,6.79,14124,2
2018,2,4,45,6.79,4435,2
2017,3,5,60,6.79,9245,2
2018,2,5,30,6.79,10443,2
2009,3,8,30,6.79,12683,2
2019,1,1,180,6.79,6499,2.11
2017,2,4,10,6.79,5953,2.13
2014,2,5,20,6.79,4060,2.14
2019,1,5,45,6.79,7371,2.2
2001,1,4,45,6.79,8737,2.2
2016,2,4,45,6.79,2638,2.24
2017,2,4,40,6.79,9324,2.25
2019,2,4,45,6.79,4197,2.31
2012,2,4,60,6.79,1756,2.35
2005,3,5,90,6.79,2890,2.36
2015,1,1,20,6.79,6143,2.38
2013,2,4,10,6.79,9978,2.43
2019,2,4,60,6.79,7758,2.5
2014,3,5,60,6.79,8289,2.5
2018,1,5,80,6.79,10281,2.5
2001,2,5,60,6.79,2687,2.52
2017,3,8,120,6.79,9650,2.56
2010,2,4,45,6.79,1023,2.6
2007,3,6,120,6.79,8378,2.67
2015,1,2,360,6.79,11980,2.67
2013,2,5,90,6.79,5664,2.7
2003,3,4,60,6.79,1521,2.72
2011,1,4,50,6.79,11609,2.75
2015,2,5,180,6.79,6145,2.77
2013,4,8,30,6.79,1328,2.8
2018,2,4,75,6.79,5387,2.83
2017,2,4,90,6.79,6815,2.83
2010,2,8,45,6.79,13174,2.83
2015,3,8,120,6.79,4916,2.88
2013,2,4,90,6.79,4338,3
2015,2,5,90,6.79,7165,3
2001,2,2,240,6.79,13064,3
2004,2,5,90,6.79,2888,3.4
2017,3,6,150,6.79,3813,3.43
2000,2,2,240,6.79,8813,3.71
2004,2,2,30,6.79,13009,3.83
2005,1,7,240,6.79,6863,4
2010,3,8,30,6.8,7858,1
2014,2,4,10,6.8,13727,1
2018,2,6,30,6.8,14028,1
2015,1,2,20,6.8,14449,1
2011,2,5,20,6.8,14496,1
2016,3,7,20,6.8,15155,1
2015,2,5,10,6.8,8628,1.1
2001,2,12,30,6.8,8325,1.13
2002,3,6,30,6.8,15391,1.17
2008,2,2,10,6.8,14939,1.2
2015,2,4,30,6.8,8936,1.22
2012,2,6,60,6.8,12480,1.25
2014,1,2,30,6.8,4335,1.34
2009,2,2,15,6.8,9663,1.35
2001,2,6,25,6.8,3944,1.37
2007,2,4,30,6.8,8138,1.38
2006,2,4,30,6.8,11241,1.4
2003,2,4,60,6.8,12243,1.43
2013,2,5,10,6.8,9903,1.45
2009,1,1,30,6.8,13214,1.45
2008,2,6,45,6.8,12068,1.55
2008,2,4,15,6.8,7547,1.6
2008,2,6,30,6.8,10463,1.62
2014,3,6,45,6.8,7877,1.79
2007,2,4,45,6.8,8368,1.79
2008,2,4,120,6.8,10218,1.79
2012,2,2,20,6.8,10045,1.83
2008,1,6,30,6.8,15260,1.92
2006,2,4,30,6.8,10676,1.94
2013,1,4,60,6.8,6673,1.97
2015,3,6,30,6.8,13969,2
2014,2,4,20,6.8,14431,2
2018,2,4,50,6.8,14479,2
2015,3,5,30,6.8,13670,2
2013,2,4,60,6.8,4667,2.14
2013,3,5,20,6.8,6649,2.14
2008,3,5,45,6.8,11498,2.15
2007,2,4,60,6.8,14168,2.2
2002,2,4,30,6.8,14979,2.2
2008,2,4,45,6.8,13821,2.22
2002,2,2,120,6.8,11797,2.33
2014,2,4,90,6.8,11555,2.5
2012,2,6,120,6.8,11266,2.57
2005,2,4,45,6.8,4332,2.73
2014,3,8,35,6.8,7232,1
2018,2,6,60,6.8,7638,1
2010,2,12,20,6.8,10359,1
2017,2,4,30,6.8,7119,1
2020,2,6,5,6.8,10499,1
2014,2,9,15,6.8,11685,1
2015,2,6,30,6.8,2552,1.39
2007,2,8,30,6.8,8917,1.4
2016,2,8,20,6.8,5099,1.43
2016,2,6,45,6.8,8340,1.5
2010,1,2,60,6.8,7875,1.52
2017,2,5,60,6.8,6488,1.6
2015,1,2,20,6.8,1709,1.69
2019,2,4,30,6.8,1674,1.71
2008,2,4,60,6.8,1184,1.73
2011,2,6,45,6.8,1720,1.74
2007,2,5,20,6.8,12357,1.75
2015,2,4,30,6.8,2070,1.77
2015,2,6,45,6.8,3812,1.79
2018,3,7,45,6.8,3527,1.81
2013,2,4,20,6.8,4819,1.84
2007,2,4,30,6.8,2086,1.87
2012,2,2,30,6.8,4314,1.89
2017,2,6,120,6.8,16140,2
2017,2,4,45,6.8,11520,2
2016,1,4,90,6.8,13070,2
2016,2,4,45,6.8,9625,2
2009,2,5,45,6.8,3830,2.1
2013,2,5,30,6.8,2110,2.11
2019,2,6,60,6.8,3739,2.18
2016,2,4,40,6.8,6627,2.25
2009,2,2,15,6.8,10742,2.27
2009,3,5,60,6.8,1738,2.28
2006,3,5,60,6.8,987,2.29
2011,2,4,60,6.8,1171,2.29
2018,2,4,40,6.8,3288,2.3
2018,1,5,60,6.8,4218,2.33
2018,2,4,45,6.8,6992,2.38
2014,2,2,60,6.8,3543,2.47
2012,1,4,60,6.8,4466,2.62
2005,2,3,90,6.8,1826,2.73
2011,2,6,120,6.8,1609,2.75
2005,2,2,30,6.8,1851,2.75
2004,3,5,60,6.8,5884,2.77
2009,1,2,360,6.8,12464,2.78
2013,2,2,30,6.8,8565,2.8
2007,3,5,120,6.8,1678,2.89
2002,3,5,120,6.8,3586,2.91
2019,2,4,90,6.8,4770,2.95
2012,2,5,180,6.8,2831,3
2017,1,7,120,6.8,6263,3
2010,2,5,90,6.8,2277,3
2004,2,4,240,6.8,11659,3.11
2010,2,5,90,6.8,2286,3.14
2017,1,4,120,6.8,10095,3.33
2014,3,5,240,6.8,5956,3.46
2005,2,4,180,6.8,2139,3.47
2017,3,8,30,6.81,4692,1
2018,2,5,40,6.81,12612,1
2013,7,20,30,6.81,13147,1
2016,2,5,45,6.81,13090,1.17
2019,2,20,20,6.81,3308,1.18
2018,2,2,15,6.81,3713,1.2
2015,2,6,20,6.81,4791,1.2
2019,2,4,45,6.81,7757,1.25
2015,2,6,10,6.81,3092,1.29
2016,2,4,25,6.81,3205,1.3
2019,1,6,30,6.81,5864,1.33
2016,2,6,20,6.81,7477,1.33
2013,2,8,15,6.81,3822,1.43
2018,2,6,40,6.81,6792,1.5
2007,2,10,30,6.81,9759,1.5
2014,2,6,60,6.81,1658,1.51
2017,1,6,30,6.81,3408,1.55
2013,1,6,30,6.81,7773,1.57
2012,2,4,30,6.81,10324,1.6
2018,2,4,30,6.81,11995,1.67
2018,2,4,45,6.81,13597,1.67
2019,1,4,15,6.81,6538,1.69
2017,1,4,60,6.81,13351,1.75
2010,2,6,40,6.81,1499,1.78
2016,2,4,35,6.81,6637,1.8
2015,2,5,45,6.81,2192,1.81
2018,2,4,80,6.81,2797,1.83
2014,1,4,90,6.81,3844,1.83
2017,1,2,15,6.81,4946,1.86
2018,2,4,40,6.81,5211,1.88
2003,2,6,30,6.81,2010,1.89
2013,2,6,90,6.81,4063,1.96
2009,3,6,30,6.81,1761,1.99
2008,2,8,30,6.81,10078,2
2011,6,24,30,6.81,11629,2
2017,2,4,40,6.81,12225,2
2017,2,4,60,6.81,12506,2
2011,2,2,30,6.81,4423,2
2019,3,5,60,6.81,8236,2
2017,1,2,45,6.81,12382,2
2014,3,6,45,6.81,5162,2
2017,1,4,60,6.81,1312,2.15
2015,2,4,60,6.81,5093,2.2
2021,1,4,90,6.81,10097,2.2
2016,2,4,60,6.81,6996,2.25
2019,1,4,60,6.81,8822,2.25
2017,2,4,45,6.81,4121,2.27
2008,2,5,75,6.81,1951,2.38
2007,2,2,120,6.81,4877,2.4
2003,2,4,40,6.81,6777,2.44
2014,2,4,60,6.81,1844,2.5
2015,3,5,45,6.81,2976,2.5
2006,2,5,45,6.81,1183,2.5
2018,2,4,45,6.81,7519,2.5
2018,2,6,90,6.81,10691,2.5
2017,2,6,60,6.81,13067,2.5
2010,2,4,240,6.81,5279,2.64
2010,3,4,120,6.81,1564,2.68
2011,2,6,60,6.81,1218,2.7
2002,2,2,180,6.81,7855,2.72
2012,2,4,45,6.81,4757,2.94
2014,2,4,60,6.81,3920,3.19
2013,2,6,180,6.81,3474,3.69
2007,2,2,810,6.81,13747,4
2019,2,4,30,6.82,13613,1
2005,3,8,30,6.82,719,1.11
2017,2,5,20,6.82,3638,1.25
2007,3,12,60,6.82,6724,1.25
2020,2,4,45,6.82,8559,1.25
2003,2,8,30,6.82,7804,1.33
2011,3,6,20,6.82,9028,1.33
2017,2,5,20,6.82,5064,1.38
2013,4,12,40,6.82,760,1.4
2014,2,4,20,6.82,1256,1.42
2017,1,8,15,6.82,1786,1.48
2013,2,2,30,6.82,2547,1.48
2005,2,4,15,6.82,916,1.5
2012,2,5,15,6.82,1556,1.5
2020,2,5,15,6.82,12497,1.5
2020,2,2,40,6.82,8464,1.6
2017,1,4,30,6.82,13010,1.67
2016,2,2,20,6.82,4252,1.73
2011,1,6,60,6.82,1021,1.75
2020,2,4,30,6.82,10452,1.75
2011,1,2,20,6.82,13106,1.75
2000,2,4,30,6.82,1565,1.8
2005,4,8,60,6.82,932,1.82
2017,3,4,60,6.82,2866,1.89
2019,2,4,45,6.82,4295,1.89
2014,2,2,60,6.82,6711,1.93
2004,2,5,45,6.82,1670,1.96
2017,3,5,60,6.82,9748,2
2002,2,5,180,6.82,10764,2
2018,3,6,15,6.82,12935,2
2017,1,6,30,6.82,6442,2
2015,3,6,60,6.82,11661,2
2011,2,2,50,6.82,10951,2
2021,2,5,45,6.82,9687,2
2010,2,2,15,6.82,5030,2
2008,2,2,360,6.82,11868,2.13
2017,2,2,50,6.82,13086,2.2
2020,2,6,60,6.82,14448,2.2
2014,2,4,60,6.82,1825,2.23
2009,2,5,60,6.82,2138,2.25
2012,2,4,30,6.82,1617,2.3
2018,2,4,45,6.82,3119,2.31
2011,2,5,60,6.82,13951,2.33
2019,1,4,70,6.82,2625,2.35
2000,1,6,30,6.82,4016,2.35
2002,2,2,30,6.82,4634,2.36
2011,2,4,60,6.82,4240,2.38
2015,2,5,60,6.82,5343,2.45
2017,2,5,45,6.82,4473,2.48
2019,2,4,45,6.82,9442,2.5
2011,2,2,20,6.82,9648,2.56
2000,2,4,60,6.82,1211,2.58
2001,2,4,60,6.82,1945,2.64
2017,1,4,45,6.82,8634,2.69
2001,2,4,10,6.82,4444,2.71
2015,2,4,60,6.82,5904,2.71
2017,2,5,60,6.82,6927,2.75
2004,2,2,60,6.82,1018,2.89
2017,1,2,20,6.82,5487,2.9
2015,1,4,90,6.82,5684,3.13
2013,2,4,90,6.82,2214,3.14
2012,2,4,120,6.82,2730,3.79
2018,3,8,35,6.83,5468,1
2015,2,8,15,6.83,8114,1
2007,3,8,30,6.83,10174,1
2018,3,6,30,6.83,11293,1
2019,2,6,10,6.83,11408,1
2017,3,7,20,6.83,11424,1
2017,2,4,30,6.83,9061,1
2018,1,4,25,6.83,4547,1
2018,2,6,30,6.83,4850,1.1
2016,2,6,45,6.83,3124,1.11
2014,2,4,30,6.83,3868,1.14
2016,2,4,30,6.83,867,1.2
2019,2,5,25,6.83,7044,1.2
2009,2,4,30,6.83,1056,1.24
2017,2,4,60,6.83,4810,1.27
2018,2,6,30,6.83,7546,1.3
2010,2,2,20,6.83,3319,1.4
2012,2,2,60,6.83,10679,1.42
2000,2,6,30,6.83,12856,1.43
2018,1,8,60,6.83,2478,1.44
2007,2,4,45,6.83,2734,1.45
2016,2,2,20,6.83,1213,1.54
2014,2,4,25,6.83,4953,1.67
2018,2,4,30,6.83,9616,1.67
2015,2,5,30,6.83,3378,1.68
2013,2,4,30,6.83,950,1.69
2018,3,6,20,6.83,8310,1.75
2018,2,4,40,6.83,9149,1.75
2017,2,6,30,6.83,4011,1.8
2017,2,2,15,6.83,7965,1.8
2011,2,5,60,6.83,7014,1.83
2007,2,5,45,6.83,759,1.86
2016,2,4,60,6.83,6284,1.86
2019,1,4,75,6.83,2532,1.88
2017,2,4,50,6.83,14003,2
2018,1,8,60,6.83,4311,2
2015,2,2,60,6.83,4995,2
2020,1,5,30,6.83,12632,2
2019,2,5,30,6.83,8957,2
2014,2,4,45,6.83,1852,2
2017,2,5,60,6.83,7208,2
2006,2,5,120,6.83,2468,2.12
2011,2,4,60,6.83,1615,2.26
2019,2,4,30,6.83,3791,2.33
2016,1,8,75,6.83,5294,2.33
2011,2,5,90,6.83,3275,2.39
2006,2,4,30,6.83,1203,2.4
2013,1,6,90,6.83,3380,2.42
2007,1,2,30,6.83,6220,2.45
2016,2,5,90,6.83,1620,2.47
2015,2,4,60,6.83,989,2.5
2012,1,4,45,6.83,1189,2.5
2006,2,2,180,6.83,8858,2.56
2014,1,4,60,6.83,1019,2.65
2016,2,4,60,6.83,3574,2.67
2014,1,6,180,6.83,13488,2.67
2014,2,4,45,6.83,6642,2.8
2004,2,2,120,6.83,13390,2.8
2013,3,4,60,6.83,3896,2.85
2011,1,2,240,6.83,10969,2.9
2010,3,5,120,6.83,1960,3.1
2010,2,4,90,6.83,1309,3.11
2010,2,2,240,6.83,4694,3.14
2003,2,2,360,6.83,2394,3.17
2015,1,6,90,6.83,5683,3.29
2012,2,6,120,6.83,2639,3.45
2014,2,2,60,6.83,13188,3.5
2008,3,5,100,6.83,2851,3.71
2020,2,4,30,6.84,12226,1
2015,1,12,20,6.84,7734,1
2020,2,6,5,6.84,11724,1
2014,2,2,10,6.84,5094,1
2018,2,6,30,6.84,3590,1.25
2019,1,6,20,6.84,4373,1.25
2018,2,5,25,6.84,6046,1.25
2014,2,2,35,6.84,6089,1.33
2012,2,4,30,6.84,1292,1.47
2003,2,4,40,6.84,2702,1.59
2017,1,4,30,6.84,6147,1.67
2017,1,4,20,6.84,7504,1.67
2017,1,6,60,6.84,12717,1.67
2019,2,5,60,6.84,14041,1.67
2005,2,2,15,6.84,1011,1.7
2017,2,4,50,6.84,3345,1.73
2016,2,5,45,6.84,5589,1.75
2017,2,6,150,6.84,5510,1.77
2003,2,6,20,6.84,1316,1.8
2010,1,1,30,6.84,5998,1.8
2015,2,2,120,6.84,12070,1.8
2020,1,100,40,6.84,4772,1.83
2001,2,4,45,6.84,1120,1.84
2011,1,2,60,6.84,11181,1.86
2017,3,6,90,6.84,4122,1.88
2016,2,4,60,6.84,7480,1.89
2013,2,2,15,6.84,1655,1.9
2002,2,4,30,6.84,2107,1.9
2004,3,5,20,6.84,3145,1.94
2016,1,4,60,6.84,3438,1.95
2007,2,6,45,6.84,2165,1.96
2018,2,6,15,6.84,13255,2
2019,2,6,90,6.84,7271,2
2017,2,4,45,6.84,7433,2
2018,2,12,60,6.84,10013,2
2017,2,5,40,6.84,12756,2
2009,2,5,60,6.84,2810,2.1
2018,2,4,30,6.84,2996,2.1
2017,2,5,40,6.84,3559,2.11
2014,4,6,45,6.84,7490,2.14
2017,2,2,60,6.84,8237,2.17
2014,2,5,90,6.84,6148,2.22
2013,2,4,30,6.84,12528,2.25
2013,2,6,45,6.84,1839,2.32
2016,1,5,45,6.84,5757,2.33
2014,2,3,15,6.84,12582,2.33
2011,2,4,60,6.84,2667,2.4
2018,3,4,140,6.84,10671,2.43
2001,2,2,60,6.84,1080,2.47
2019,2,2,45,6.84,2686,2.52
2013,2,4,60,6.84,3401,2.52
2017,2,4,90,6.84,3329,2.56
2010,2,5,60,6.84,3312,2.6
2013,2,5,60,6.84,8018,2.69
2016,1,1,30,6.84,5381,2.71
2005,2,2,30,6.84,6730,2.75
2018,2,5,90,6.84,3937,2.82
2018,2,4,80,6.84,6378,2.83
2006,2,6,90,6.84,4918,2.84
2010,1,5,75,6.84,2675,2.89
2018,2,4,100,6.84,2939,3.11
2014,1,10,1200,6.84,9282,3.8
2016,2,4,40,6.84,13593,4
2013,3,7,30,6.85,9369,1
2018,2,5,15,6.85,12859,1
2018,1,4,20,6.85,12312,1
2016,2,4,15,6.85,7956,1
2016,3,5,45,6.85,8469,1
2014,3,12,45,6.85,13135,1
2015,2,5,45,6.85,14519,1.33
2015,2,4,15,6.85,1095,1.35
2018,2,2,10,6.85,8527,1.5
2020,2,5,35,6.85,9756,1.5
2018,2,6,30,6.85,10966,1.5
2019,2,4,40,6.85,11879,1.5
2017,2,5,50,6.85,6898,1.56
2007,2,4,30,6.85,1461,1.58
2017,2,6,45,6.85,1732,1.6
2016,2,5,45,6.85,9388,1.6
2011,2,4,15,6.85,10417,1.67
2018,2,6,30,6.85,2068,1.75
2008,2,2,40,6.85,2251,1.79
2017,1,10,20,6.85,10031,1.8
2008,2,5,45,6.85,1272,1.83
2015,2,2,30,6.85,1506,1.83
2018,2,2,25,6.85,5774,1.86
2017,1,4,60,6.85,2624,2
2019,2,4,35,6.85,7179,2
2013,3,8,5,6.85,13065,2
2015,2,2,40,6.85,7662,2
2019,2,6,10,6.85,5205,2
2013,2,8,30,6.85,5428,2
2012,2,5,15,6.85,13170,2
2020,2,5,30,6.85,12537,2
2016,4,6,15,6.85,12616,2
2014,2,4,30,6.85,3550,2.13
2019,1,1,45,6.85,3454,2.15
2020,2,4,45,6.85,4372,2.15
