Year Published,Min Players,Max Players,Play Time,Rating Average,BGG Rank,Complexity Average
2009,1,6,25,6.85,7322,2.17
2016,1,4,45,6.85,1490,2.19
2007,2,2,10,6.85,6819,2.2
2013,1,4,180,6.85,12697,2.2
2009,2,4,45,6.85,1237,2.21
2019,3,5,50,6.85,7913,2.25
2009,2,5,60,6.85,1267,2.26
2017,1,1,30,6.85,2382,2.3
2017,2,5,45,6.85,3788,2.38
2014,3,5,40,6.85,9988,2.38
2016,1,4,60,6.85,6060,2.43
2018,2,2,360,6.85,12703,2.43
2015,2,4,60,6.85,2497,2.47
2012,2,2,30,6.85,1137,2.5
2003,2,4,90,6.85,3497,2.54
2006,2,4,60,6.85,1081,2.56
2006,2,2,40,6.85,7394,2.56
2019,1,7,45,6.85,9181,2.57
2011,2,5,120,6.85,2243,2.59
2016,3,5,60,6.85,2716,2.62
2014,1,1,180,6.85,6030,2.62
2018,2,5,75,6.85,3354,2.63
2006,1,6,45,6.85,3961,2.8
2001,2,6,90,6.85,3134,2.89
2009,1,1,240,6.85,5409,2.92
2010,3,5,120,6.85,1686,2.97
2015,2,6,180,6.85,4277,3
2018,2,5,180,6.85,5614,3
2003,2,2,180,6.85,13469,3
2009,2,5,60,6.85,924,3
2009,2,4,90,6.85,1798,3.1
2014,2,4,60,6.85,8012,3.14
2008,2,4,120,6.85,994,3.25
2018,2,6,45,6.85,9501,3.5
2014,2,4,120,6.85,1716,3.9
2018,2,6,15,6.86,5189,1
2018,3,6,20,6.86,5907,1
2015,5,10,35,6.86,11747,1
2019,2,4,30,6.86,12930,1
2017,4,8,20,6.86,13057,1
2019,1,4,45,6.86,4440,1.13
2010,2,8,30,6.86,6408,1.14
2015,2,4,30,6.86,7410,1.17
2017,4,8,20,6.86,3436,1.21
2015,1,1,10,6.86,11453,1.25
2011,2,4,20,6.86,4321,1.28
2014,1,4,30,6.86,1815,1.32
2014,2,8,30,6.86,8243,1.33
2015,2,6,10,6.86,3858,1.47
2013,2,4,45,6.86,861,1.48
2010,2,4,15,6.86,3393,1.5
2010,1,6,5,6.86,7711,1.5
2011,3,6,30,6.86,8191,1.5
2014,2,4,30,6.86,11672,1.5
2011,1,5,15,6.86,2779,1.62
2009,2,5,45,6.86,872,1.69
2004,2,4,30,6.86,1065,1.74
2015,2,5,45,6.86,4640,1.84
2015,2,4,25,6.86,7957,1.9
2017,1,4,60,6.86,13465,2
2019,2,4,45,6.86,11298,2
2018,2,8,45,6.86,9341,2
2017,1,4,40,6.86,5405,2
2018,2,5,30,6.86,11865,2
2019,2,6,45,6.86,10743,2
2019,1,5,90,6.86,6591,2
2015,3,5,60,6.86,2378,2.1
2005,2,2,30,6.86,1146,2.11
2001,2,6,60,6.86,1690,2.14
2017,2,8,60,6.86,3193,2.18
2013,2,5,45,6.86,3311,2.19
2017,2,4,30,6.86,7237,2.2
2012,2,2,20,6.86,11848,2.2
2003,2,2,180,6.86,10727,2.42
2012,2,2,90,6.86,8339,2.5
2004,2,2,30,6.86,3140,2.55
2012,2,4,90,6.86,12542,2.6
2007,2,2,180,6.86,6583,2.62
2014,2,2,60,6.86,3456,2.65
2012,2,4,150,6.86,2681,2.7
2019,2,4,60,6.86,4769,2.71
2005,2,2,180,6.86,3336,2.72
2008,3,5,60,6.86,8492,2.77
2005,2,3,240,6.86,6877,2.85
2014,2,2,30,6.86,5990,2.9
2002,2,5,30,6.86,3287,2.9
2004,2,4,180,6.86,1098,2.91
2008,3,5,60,6.86,2559,2.93
2017,2,2,60,6.86,4127,2.94
2013,2,6,60,6.86,1554,2.98
2006,2,6,240,6.86,1130,3.52
2015,1,12,20,6.87,8079,1
2015,2,6,15,6.87,9387,1
2015,2,8,45,6.87,2223,1.12
2015,3,8,20,6.87,2917,1.13
2019,3,8,30,6.87,6134,1.13
2020,1,2,20,6.87,5450,1.27
2017,1,6,30,6.87,2232,1.32
2019,2,4,30,6.87,4232,1.33
2001,2,8,30,6.87,4027,1.39
2012,3,10,60,6.87,11228,1.5
2018,2,5,25,6.87,2531,1.6
2013,4,7,30,6.87,4158,1.62
2016,2,4,30,6.87,2966,1.67
2019,2,2,20,6.87,6913,1.67
2017,2,6,30,6.87,8323,1.67
2011,7,20,75,6.87,11762,1.67
2009,1,2,30,6.87,10034,1.7
2009,2,2,30,6.87,9284,1.75
2015,2,4,50,6.87,9771,1.76
2008,1,4,45,6.87,714,1.78
2016,2,5,45,6.87,1262,1.81
2019,1,5,60,6.87,2405,1.81
2016,2,5,30,6.87,2364,1.84
2014,1,2,20,6.87,2126,1.85
2003,3,5,30,6.87,1418,1.86
2017,2,2,10,6.87,7184,1.89
2008,1,4,30,6.87,11649,2
2013,2,2,40,6.87,1812,2
2015,2,4,30,6.87,7255,2
2018,3,5,45,6.87,11318,2
2019,1,6,60,6.87,3137,2
2017,2,6,30,6.87,11362,2
2009,2,4,45,6.87,1736,2.17
2014,2,4,15,6.87,1601,2.23
2011,2,3,60,6.87,2426,2.25
2021,2,2,30,6.87,5767,2.25
2018,2,4,200,6.87,8283,2.25
2014,2,4,45,6.87,9652,2.33
2001,3,5,120,6.87,1032,2.34
2011,1,4,45,6.87,3584,2.34
2013,2,4,30,6.87,2594,2.4
2016,2,5,90,6.87,1728,2.47
2019,3,7,30,6.87,14824,2.5
2009,2,2,180,6.87,10246,2.54
2010,2,4,120,6.87,1914,2.63
2014,3,8,60,6.87,7206,2.64
2009,3,5,60,6.87,1241,2.68
2005,2,2,180,6.87,7891,2.68
2013,2,4,30,6.87,5204,2.7
2016,2,5,60,6.87,5562,2.75
2015,1,4,90,6.87,2649,2.76
2015,2,4,30,6.87,7529,2.8
2006,2,2,150,6.87,11660,2.85
2020,2,5,75,6.87,5639,2.9
2014,2,5,90,6.87,5560,3
2014,1,8,120,6.87,10572,3
2010,2,2,30,6.87,11157,3
2016,3,5,60,6.87,11867,3
2015,2,4,120,6.87,7144,3.25
2010,2,2,360,6.87,5598,3.67
2012,2,4,180,6.87,6788,3.68
2005,2,8,120,6.87,8646,4.37
2017,2,8,15,6.88,11595,1
2018,1,4,15,6.88,14646,1
2020,2,6,30,6.88,9167,1
2012,2,5,15,6.88,764,1.12
2014,4,6,30,6.88,2006,1.13
2017,2,10,20,6.88,5854,1.14
2010,2,2,30,6.88,8219,1.2
2018,2,2,15,6.88,9936,1.2
2014,3,8,15,6.88,641,1.24
2018,2,6,30,6.88,5635,1.25
2018,2,4,30,6.88,6461,1.4
2004,4,8,45,6.88,2349,1.42
2016,1,1,60,6.88,8392,1.5
2019,3,5,60,6.88,9538,1.5
2010,2,2,45,6.88,11940,1.67
2016,1,4,20,6.88,2367,1.69
2015,2,4,20,6.88,8117,1.71
2019,3,8,25,6.88,10635,1.75
2018,2,4,30,6.88,13252,1.75
2017,2,4,30,6.88,1613,1.76
2000,2,4,20,6.88,646,1.77
2015,2,2,30,6.88,4337,1.8
2015,1,1,30,6.88,4622,1.97
2018,2,6,60,6.88,13878,2
2017,3,6,60,6.88,11574,2
2020,2,4,30,6.88,5600,2
2017,2,4,45,6.88,4743,2
2017,2,8,30,6.88,10068,2
2019,1,4,60,6.88,5366,2
2017,2,8,45,6.88,10754,2
2013,2,4,60,6.88,922,2.12
2010,2,5,45,6.88,1723,2.27
2014,2,5,45,6.88,3118,2.29
2004,2,2,60,6.88,2013,2.31
2017,2,5,45,6.88,7081,2.33
2019,1,6,60,6.88,9081,2.33
2004,2,4,60,6.88,953,2.34
2006,1,1,60,6.88,12510,2.36
2008,3,4,60,6.88,2950,2.38
2018,2,4,120,6.88,3661,2.43
2019,1,24,600,6.88,6333,2.5
2018,2,2,15,6.88,12587,2.5
2012,3,8,90,6.88,2132,2.52
2020,1,4,120,6.88,8586,2.56
2007,3,5,120,6.88,8924,2.56
2009,2,2,90,6.88,11213,2.57
2014,2,5,120,6.88,1927,2.58
2019,2,4,50,6.88,10825,2.67
2005,2,6,240,6.88,891,2.68
2016,1,6,60,6.88,2708,2.74
2017,2,4,120,6.88,8430,2.75
2018,2,4,90,6.88,3445,2.76
2003,2,6,240,6.88,3465,2.76
2013,2,2,60,6.88,4330,2.77
2008,2,4,60,6.88,1447,2.78
2016,1,4,60,6.88,8101,2.8
2011,2,2,180,6.88,9689,2.92
2019,1,7,90,6.88,13635,3
2018,1,4,120,6.88,4474,3
2016,1,4,90,6.88,1514,3.3
2008,2,4,360,6.88,5341,3.39
2004,2,4,90,6.88,1201,3.42
2012,2,2,60,6.88,9299,3.45
2015,2,4,120,6.88,2231,3.52
2018,1,5,90,6.88,2023,3.69
2008,3,3,180,6.88,2392,3.71
2018,1,4,20,6.89,3945,1
2017,2,4,25,6.89,11539,1
2016,2,2,20,6.89,10898,1
2019,3,5,15,6.89,11722,1
2017,2,4,15,6.89,5062,1.1
2017,2,2,20,6.89,6719,1.14
2015,1,1,10,6.89,9015,1.22
2014,4,8,30,6.89,690,1.26
2019,1,8,60,6.89,5146,1.33
2017,4,8,15,6.89,3979,1.4
2014,2,4,15,6.89,12248,1.5
2016,2,5,30,6.89,6734,1.67
2014,2,2,30,6.89,11575,1.67
2005,2,5,30,6.89,13066,1.67
2004,2,8,10,6.89,10557,1.75
2020,3,5,50,6.89,4454,1.77
2013,2,2,30,6.89,2271,1.81
2017,3,4,20,6.89,11731,1.86
2012,1,2,15,6.89,2461,1.87
2011,2,2,45,6.89,1904,1.95
2014,7,36,20,6.89,12820,2
2016,2,5,75,6.89,9038,2
2010,2,4,30,6.89,2864,2.11
2009,2,2,20,6.89,6793,2.13
2011,2,2,60,6.89,8459,2.13
2017,2,10,60,6.89,4707,2.17
2018,2,4,45,6.89,3421,2.19
2016,2,4,20,6.89,1507,2.21
2010,1,4,90,6.89,1747,2.23
2014,2,4,60,6.89,951,2.25
2019,2,2,120,6.89,11593,2.25
2010,2,6,45,6.89,10345,2.29
2000,3,4,60,6.89,1138,2.32
2008,2,4,60,6.89,2506,2.42
2019,2,6,90,6.89,5980,2.43
2014,2,2,45,6.89,8846,2.45
2009,3,9,60,6.89,4094,2.46
2015,2,5,30,6.89,2157,2.5
2019,1,4,120,6.89,11239,2.57
2005,2,4,60,6.89,1920,2.65
2019,1,3,90,6.89,8853,2.75
2013,1,2,120,6.89,7606,2.78
2020,1,2,40,6.89,10351,2.8
2013,2,7,90,6.89,1937,2.84
2006,2,5,90,6.89,1976,2.9
2001,2,2,300,6.89,6795,3
2019,5,16,45,6.89,12811,3
2010,2,5,90,6.89,1828,3.12
2014,2,4,120,6.89,7040,3.2
2009,2,2,240,6.89,13218,3.22
2011,2,2,280,6.89,12729,3.25
2017,1,4,90,6.89,1302,3.29
2014,2,4,120,6.89,2860,3.3
2018,1,2,120,6.89,4073,3.35
2020,2,5,240,6.89,8659,3.5
2020,2,4,120,6.89,14395,3.7
2005,3,4,120,6.89,3804,3.75
2005,2,6,10,6.9,12514,1
2018,2,6,40,6.9,14103,1
2013,2,6,15,6.9,14634,1
2018,2,4,20,6.9,10941,1
2015,2,7,60,6.9,14556,1
2016,2,5,30,6.9,5897,1
2018,2,6,10,6.9,11475,1
2007,2,6,15,6.9,14501,1
2008,4,8,20,6.9,10728,1
2019,3,5,40,6.9,14186,1
2015,1,2,20,6.9,13108,1.14
2012,2,4,30,6.9,9743,1.17
2006,2,2,10,6.9,13120,1.18
2002,4,15,45,6.9,3799,1.23
2018,3,5,15,6.9,6895,1.25
2012,3,6,30,6.9,10983,1.29
2014,1,4,15,6.9,11388,1.29
2008,2,4,20,6.9,12738,1.29
2007,2,4,15,6.9,5761,1.33
2018,2,6,30,6.9,10705,1.33
2006,3,5,15,6.9,5365,1.39
2014,2,2,10,6.9,7459,1.4
2009,2,4,15,6.9,11156,1.4
2015,2,4,15,6.9,14077,1.4
2016,2,4,45,6.9,15758,1.4
2010,2,4,35,6.9,8798,1.43
2011,2,4,20,6.9,11267,1.43
2008,2,2,45,6.9,15824,1.43
2016,2,4,60,6.9,14763,1.5
2016,2,6,60,6.9,15013,1.5
2010,2,4,45,6.9,8660,1.64
2012,2,2,20,6.9,13072,1.67
2012,2,5,20,6.9,14126,1.67
2004,4,16,60,6.9,6571,1.75
2006,2,2,90,6.9,7213,1.82
2006,3,6,30,6.9,8466,1.82
2003,2,4,45,6.9,6427,1.93
2015,1,8,75,6.9,13394,2
2020,1,4,75,6.9,14537,2
2007,2,2,30,6.9,14708,2
2019,4,10,30,6.9,13537,2
2013,2,8,20,6.9,12840,2
2014,1,6,60,6.9,5763,2.1
2014,2,6,45,6.9,9714,2.14
2014,2,4,60,6.9,13520,2.2
2011,2,2,30,6.9,14938,2.2
2017,2,4,60,6.9,7470,2.33
2009,2,2,180,6.9,14363,2.33
2019,2,4,45,6.9,15035,2.33
2016,2,6,90,6.9,11990,2.5
2016,3,5,25,6.9,14606,2.5
2013,2,5,40,6.9,14430,2.6
2012,2,5,90,6.9,8188,2.63
2017,3,5,90,6.9,14569,2.67
2011,3,6,90,6.9,6744,2.76
2004,2,4,90,6.9,7445,2.9
2008,2,4,240,6.9,15571,3.33
2009,2,6,60,6.9,12035,3.8
2015,2,2,30,6.9,10493,1
2017,4,10,45,6.9,12679,1
2017,2,8,30,6.9,12784,1
2015,3,5,60,6.9,2877,1.24
2017,2,4,60,6.9,11306,1.33
2018,2,6,30,6.9,14541,1.33
2008,2,5,45,6.9,1593,1.37
2018,2,6,25,6.9,2413,1.5
2018,1,4,45,6.9,7368,1.6
2018,1,6,25,6.9,3536,1.63
2018,2,4,25,6.9,4533,1.63
2010,2,2,15,6.9,796,1.82
2014,1,4,30,6.9,12644,1.83
2013,2,4,30,6.9,1338,1.85
2010,1,2,60,6.9,10627,1.92
2009,2,2,45,6.9,1463,1.93
2019,2,5,40,6.9,3614,1.93
2017,2,4,60,6.9,1134,1.97
2015,1,1,20,6.9,1034,1.99
2018,2,2,30,6.9,9307,2
2019,2,4,15,6.9,10877,2
2015,1,1,15,6.9,13474,2
2019,2,7,60,6.9,10163,2
2019,2,4,60,6.9,3838,2
2018,2,4,45,6.9,9075,2
2017,2,4,40,6.9,4080,2.11
2020,2,5,50,6.9,13270,2.25
2006,2,4,30,6.9,6057,2.38
2010,2,5,75,6.9,9608,2.38
2010,1,1,60,6.9,3028,2.5
2019,2,4,45,6.9,12633,2.5
2013,1,6,90,6.9,1727,2.55
2007,2,2,120,6.9,3155,2.58
2017,1,6,90,6.9,3270,2.75
2018,2,5,90,6.9,2878,2.84
2009,3,6,180,6.9,2339,2.86
2008,2,2,30,6.9,1265,2.89
2004,2,4,90,6.9,1286,2.92
2017,2,4,90,6.9,3450,2.96
2018,2,4,90,6.9,8330,3
2016,1,4,60,6.9,16643,3
2011,2,4,90,6.9,12419,3
2004,1,2,45,6.9,13535,3.14
2016,1,6,60,6.9,12293,3.2
2015,1,6,240,6.9,10450,3.33
2014,3,5,150,6.9,8517,3.5
2003,3,6,120,6.9,11331,3.5
2016,3,9,10,6.91,6334,1
2016,2,7,30,6.91,7338,1
2016,1,99,10,6.91,11602,1
2020,1,8,25,6.91,12272,1
2019,1,8,60,6.91,7724,1
2017,2,6,45,6.91,13164,1
2017,1,4,20,6.91,871,1.22
2020,2,6,30,6.91,3435,1.35
2016,1,10,15,6.91,1834,1.4
2019,1,4,45,6.91,4270,1.42
2016,2,5,20,6.91,5426,1.5
2014,3,6,15,6.91,13173,1.5
2018,1,4,20,6.91,4231,1.57
2011,2,2,60,6.91,9649,1.58
2013,2,5,25,6.91,1100,1.59
2001,2,2,30,6.91,2088,1.66
2013,2,6,30,6.91,12418,1.67
2017,1,4,90,6.91,2400,1.68
2015,2,4,30,6.91,3326,1.71
2013,1,4,35,6.91,1119,1.74
2010,2,4,45,6.91,1824,1.74
2018,2,4,15,6.91,622,1.8
2008,2,4,45,6.91,1322,1.8
2010,2,2,15,6.91,11442,1.8
2016,1,4,60,6.91,813,1.9
2010,2,2,30,6.91,5356,1.91
2006,2,4,20,6.91,1212,1.94
2016,2,5,60,6.91,3368,2
2018,2,6,40,6.91,8410,2
2018,2,2,40,6.91,11216,2
2017,1,2,30,6.91,4710,2
2018,1,4,60,6.91,3156,2
2017,2,2,20,6.91,7628,2
2019,2,5,60,6.91,6605,2.13
2011,2,4,75,6.91,995,2.15
2016,1,4,45,6.91,7997,2.2
2009,2,3,30,6.91,11014,2.2
2011,2,4,45,6.91,1319,2.25
2019,2,4,40,6.91,4179,2.25
2005,2,4,60,6.91,12313,2.29
2005,3,5,60,6.91,986,2.32
2016,2,2,30,6.91,7379,2.33
2013,1,4,60,6.91,3255,2.36
2016,2,4,180,6.91,7740,2.38
2006,2,8,60,6.91,3836,2.42
2006,2,5,60,6.91,1300,2.44
2008,2,2,20,6.91,1417,2.46
2000,3,5,90,6.91,1150,2.47
2014,1,1,180,6.91,11531,2.5
2013,2,5,45,6.91,1039,2.54
2014,1,6,90,6.91,8140,2.6
2018,2,4,90,6.91,4601,2.62
2012,2,2,30,6.91,1220,2.63
2015,2,4,60,6.91,2565,2.66
2019,1,4,180,6.91,4115,2.75
2015,2,4,60,6.91,1992,2.78
2018,2,4,45,6.91,3268,2.8
2001,2,6,45,6.91,1955,2.93
2018,3,5,90,6.91,9940,3
2014,1,6,120,6.91,1395,3.1
2006,2,5,120,6.91,1598,3.18
2009,2,2,180,6.91,3909,3.25
2006,3,5,120,6.91,1517,3.27
2000,2,6,240,6.91,3390,3.51
2011,2,4,90,6.91,1597,3.6
2014,1,4,180,6.91,7648,4.2
2020,2,7,20,6.92,10243,1
2019,2,4,40,6.92,14394,1
2009,1,2,10,6.92,11904,1
2017,2,6,10,6.92,3473,1
2012,4,18,25,6.92,1443,1.13
2019,2,8,20,6.92,6192,1.17
2018,2,5,5,6.92,1638,1.18
2001,2,2,20,6.92,6261,1.19
2015,3,6,15,6.92,6725,1.33
2017,2,4,30,6.92,5713,1.4
2016,2,4,30,6.92,1829,1.43
2019,2,6,40,6.92,4407,1.5
2020,1,4,20,6.92,6716,1.5
2018,2,6,15,6.92,13121,1.5
2015,2,4,30,6.92,741,1.57
2016,2,4,30,6.92,906,1.67
2014,2,4,30,6.92,663,1.7
2015,2,4,45,6.92,1421,1.84
2018,1,4,45,6.92,4222,1.92
2005,2,4,30,6.92,13265,2
2019,2,2,120,6.92,11463,2
2016,4,6,30,6.92,5499,2
2014,1,2,60,6.92,12360,2.14
2011,1,2,60,6.92,4465,2.19
2016,2,5,60,6.92,2897,2.23
2012,2,4,45,6.92,948,2.24
2018,2,2,30,6.92,4741,2.25
2002,2,4,60,6.92,1289,2.26
2016,1,5,60,6.92,4882,2.29
2010,2,4,60,6.92,1485,2.31
2019,2,8,20,6.92,8699,2.33
2018,2,2,45,6.92,12030,2.33
2015,1,4,60,6.92,5025,2.38
2009,2,6,30,6.92,13699,2.5
2006,2,4,60,6.92,996,2.57
2016,2,2,45,6.92,2046,2.6
2015,3,7,90,6.92,12501,2.6
2012,2,4,60,6.92,1667,2.61
2019,1,6,60,6.92,3127,2.63
2017,2,4,90,6.92,6287,2.64
2012,2,4,45,6.92,1009,2.7
2007,2,4,30,6.92,1352,2.7
2017,2,4,75,6.92,2155,2.77
2010,3,6,120,6.92,9836,2.83
2007,2,4,75,6.92,910,2.87
2013,2,2,240,6.92,8067,2.9
2014,3,5,90,6.92,8411,2.91
2013,2,2,90,6.92,11421,3
2000,2,2,240,6.92,3824,3.2
2015,2,3,600,6.92,12366,3.5
2008,3,6,120,6.92,1590,3.61
2017,1,4,10000,6.92,13609,3.86
2005,2,6,240,6.92,12055,4.75
2019,2,8,90,6.93,9115,1
2019,2,4,30,6.93,11085,1
2018,3,8,30,6.93,11806,1
2010,3,10,20,6.93,1509,1.11
2019,2,4,45,6.93,3299,1.11
2018,2,4,25,6.93,6125,1.17
2017,2,4,20,6.93,1591,1.19
2005,3,7,25,6.93,624,1.21
2009,2,4,30,6.93,3921,1.42
2003,3,10,30,6.93,6868,1.45
2016,3,8,45,6.93,9453,1.5
2020,2,4,30,6.93,10268,1.5
2019,2,4,30,6.93,14877,1.5
2018,2,4,60,6.93,1049,1.52
2014,2,6,30,6.93,894,1.55
2017,2,4,30,6.93,8076,1.63
2015,3,8,30,6.93,1222,1.7
2009,8,18,30,6.93,2652,1.72
2017,1,5,30,6.93,1139,1.82
2017,1,5,45,6.93,4996,1.83
2010,2,8,45,6.93,1025,1.87
2017,1,4,60,6.93,3498,1.91
2017,2,2,30,6.93,5817,2
2015,2,4,30,6.93,14823,2
2018,2,4,30,6.93,6183,2
2019,3,6,30,6.93,11949,2
2018,2,5,40,6.93,5494,2
2020,1,4,180,6.93,8290,2
2011,2,4,45,6.93,11812,2
2014,2,4,45,6.93,8029,2.1
2014,2,6,60,6.93,3480,2.14
2017,2,6,60,6.93,2512,2.15
2008,2,2,20,6.93,1477,2.16
2012,2,4,45,6.93,4293,2.16
2014,2,5,45,6.93,4398,2.17
2013,1,2,90,6.93,7108,2.18
2019,2,4,60,6.93,2280,2.21
2019,2,5,60,6.93,4906,2.25
2012,2,4,30,6.93,6424,2.25
2012,2,2,240,6.93,11006,2.25
2018,1,6,120,6.93,4422,2.33
2019,2,5,60,6.93,7588,2.33
2005,2,3,20,6.93,12441,2.33
2014,2,5,30,6.93,7654,2.36
2018,1,4,30,6.93,2907,2.4
2019,1,4,90,6.93,9272,2.4
2013,1,4,120,6.93,3815,2.45
2018,1,4,90,6.93,11563,2.5
2021,1,5,90,6.93,12701,2.5
2012,2,5,90,6.93,2390,2.51
2019,1,4,540,6.93,3657,2.67
2016,3,5,45,6.93,1325,2.7
2009,1,4,30,6.93,9008,2.75
2018,2,4,120,6.93,3170,2.91
2014,2,2,30,6.93,5410,2.92
2011,2,5,90,6.93,1231,2.95
2017,2,4,90,6.93,5547,2.95
2009,2,5,240,6.93,1624,3.17
2005,2,4,180,6.93,2889,3.22
2018,2,4,90,6.93,3054,3.45
2019,3,4,90,6.93,9503,3.67
2011,1,4,120,6.93,2623,3.69
2012,3,5,120,6.93,2060,3.7
2003,2,3,240,6.93,5010,3.77
2019,1,4,60,6.93,2204,3.8
2011,3,6,240,6.93,10893,3.83
2016,2,7,60,6.94,4331,1
2004,2,15,30,6.94,4186,1.13
2015,2,5,30,6.94,849,1.19
2012,2,4,30,6.94,1555,1.21
2016,1,1,130,6.94,3547,1.25
2001,2,4,10,6.94,3182,1.3
2019,1,4,30,6.94,2287,1.31
2017,2,6,30,6.94,2704,1.33
2016,1,4,15,6.94,7153,1.33
2018,1,4,20,6.94,1488,1.36
2018,2,6,30,6.94,4362,1.4
2019,2,2,15,6.94,6175,1.4
2014,2,2,15,6.94,9921,1.4
2015,2,6,15,6.94,8697,1.47
2018,2,4,60,6.94,11343,1.5
2019,2,4,35,6.94,4106,1.6
2019,2,5,30,6.94,6018,1.67
2017,2,4,30,6.94,6825,1.75
2019,2,4,45,6.94,3539,1.89
2018,2,4,30,6.94,1424,1.9
2005,2,8,30,6.94,9703,2
2020,1,5,30,6.94,7071,2
2017,2,2,30,6.94,2604,2
2019,2,2,60,6.94,11928,2
2018,1,6,45,6.94,2662,2.14
2010,1,6,30,6.94,7063,2.14
2016,3,6,120,6.94,2661,2.15
2015,3,5,90,6.94,3462,2.15
2018,2,4,60,6.94,2800,2.21
2010,2,2,360,6.94,12814,2.23
2017,2,6,75,6.94,12423,2.25
2007,2,6,90,6.94,703,2.29
2001,2,10,60,6.94,3023,2.29
2002,2,4,120,6.94,7727,2.31
2019,1,6,180,6.94,6224,2.33
2011,3,3,20,6.94,8795,2.33
2019,1,4,60,6.94,1831,2.41
2009,1,5,60,6.94,693,2.5
2016,2,4,30,6.94,9402,2.5
2007,1,2,360,6.94,13002,2.57
2005,2,5,90,6.94,982,2.63
2016,2,2,30,6.94,5728,2.63
2015,2,2,25,6.94,3924,2.67
2015,2,4,90,6.94,2692,2.69
2020,1,4,60,6.94,7045,2.73
2014,2,2,40,6.94,8793,2.73
2012,2,4,60,6.94,3006,2.76
2006,2,6,40,6.94,3925,2.77
2010,1,2,55,6.94,7349,2.79
2014,2,5,120,6.94,4286,2.82
2015,2,5,60,6.94,1310,2.94
2017,1,4,180,6.94,1045,2.99
2017,1,4,60,6.94,3177,3
2014,2,4,60,6.94,5224,3.14
2007,2,4,120,6.94,1117,3.22
2019,1,4,120,6.94,7815,3.63
2017,2,5,150,6.94,11987,3.88
2018,1,8,60,6.95,4731,1
2017,2,12,30,6.95,15093,1
2013,3,8,15,6.95,568,1.27
2011,2,5,15,6.95,725,1.3
2015,3,6,30,6.95,2882,1.31
2015,2,10,45,6.95,746,1.33
2009,2,6,60,6.95,3632,1.43
2020,1,2,30,6.95,8627,1.43
2007,2,6,45,6.95,798,1.48
2019,2,9,20,6.95,3482,1.5
2018,1,8,60,6.95,4237,1.5
2014,1,1,60,6.95,5071,1.5
2013,3,6,45,6.95,8881,1.5
2019,1,4,30,6.95,7716,1.67
2012,2,4,25,6.95,9506,1.67
2019,2,2,20,6.95,1974,1.72
2014,2,5,30,6.95,1016,1.81
2009,2,2,45,6.95,8959,2
2020,2,4,15,6.95,11185,2
2018,2,4,45,6.95,4144,2
2015,2,4,45,6.95,6559,2
2017,2,6,90,6.95,10106,2
2016,2,8,15,6.95,7779,2
2017,2,2,15,6.95,7802,2
2017,2,75,70,6.95,2391,2.23
2019,2,4,30,6.95,3338,2.23
2017,2,2,120,6.95,880,2.25
2014,1,4,30,6.95,4935,2.29
2013,2,5,45,6.95,2450,2.31
2011,2,5,60,6.95,1360,2.37
2015,1,4,45,6.95,6644,2.4
2016,1,6,120,6.95,2276,2.43
2011,2,2,20,6.95,5277,2.44
2016,2,4,60,6.95,5769,2.44
2007,1,4,90,6.95,1758,2.47
2015,1,2,30,6.95,1569,2.5
2013,3,5,45,6.95,8818,2.5
2017,1,4,45,6.95,9105,2.5
2014,3,5,90,6.95,4522,2.56
2011,2,4,240,6.95,1821,2.63
2017,2,2,30,6.95,1981,2.63
2010,3,4,60,6.95,3077,2.67
2018,1,1,30,6.95,6455,2.67
2005,2,2,60,6.95,9804,2.67
2013,3,4,60,6.95,12009,2.67
2016,1,6,120,6.95,3776,2.73
2004,2,6,240,6.95,3671,2.75
2018,1,4,45,6.95,5084,2.75
2014,2,6,90,6.95,6155,2.75
2000,2,2,300,6.95,6191,2.75
2004,2,2,150,6.95,6782,2.77
2017,1,4,90,6.95,1129,2.78
2006,2,2,45,6.95,9974,2.8
2010,2,5,60,6.95,5686,2.86
2012,3,5,90,6.95,6807,2.88
2018,1,4,40,6.95,3996,2.9
2011,2,10,60,6.95,2467,2.94
2009,3,4,90,6.95,3417,2.94
2013,2,4,90,6.95,1869,2.99
2002,2,2,30,6.95,10767,3
2013,2,6,150,6.95,5407,3.13
2015,1,7,240,6.95,5475,3.14
2016,1,5,180,6.95,3190,3.21
2015,2,3,180,6.95,6634,3.26
2015,1,3,120,6.95,3948,3.46
2005,2,6,240,6.95,9433,3.54
2008,2,2,5,6.96,6420,1
2016,3,6,40,6.96,7217,1
2019,2,6,20,6.96,8077,1
2011,4,6,40,6.96,10073,1
2019,1,4,15,6.96,9822,1
2018,5,10,45,6.96,12813,1
2003,2,8,30,6.96,1317,1.15
2020,3,7,20,6.96,4290,1.2
2018,2,8,30,6.96,2824,1.4
2020,2,6,20,6.96,7851,1.5
2019,2,4,45,6.96,7987,1.5
2018,2,2,30,6.96,10654,1.5
2018,2,4,20,6.96,11329,1.5
2017,3,5,60,6.96,4081,1.57
2017,2,4,60,6.96,6470,1.67
2019,2,4,30,6.96,2336,1.73
2009,2,2,15,6.96,9885,1.75
2019,2,4,30,6.96,11012,1.75
2012,2,6,45,6.96,4008,1.85
2014,2,6,40,6.96,616,1.87
2018,2,2,30,6.96,7008,2
2017,1,1,20,6.96,13127,2
2019,2,8,45,6.96,8720,2
